DateTime,TimeSSM,Status,DataStatus,PartCt,HistSum,PartCon,BL,BLTH,STD,MaxSTD,P,TofP, PumpLife_hrs,WidthSTD,AveWidth, POPS_Flow, PumpFB, LDTemp, LaserFB, LD_Mon, Temp, BatV, Laser_Current, Flow_Set,BL_Start,TH_Mult,nbins,logmin,logmax,Skip_Save,MinPeakPts,MaxPeakPts,RawPts,b0,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,b12,b13,b14,b15
1692220948.797,76948.7974,3,0,293,293,96.06,2036,2065,9.87,11.35,988.58,31.70,260.73,15.57,29.18,3.05,309.01,44.70,609.67,1039.56,26.85,11.70,2.87,2.04,30000,3.0,16,1.75,4.81,0,8,255,512,46,60,40,40,25,34,25,20,1,1,1,0,0,0,0,0
1692220949.797,76949.7974,3,0,268,268,89.15,2032,2062,9.73,11.37,988.64,31.71,260.73,15.47,31.51,3.01,309.45,44.77,610.11,1041.76,26.85,11.72,2.87,2.04,30000,3.0,16,1.75,4.81,0,8,255,512,39,36,38,33,32,42,32,12,4,0,0,0,0,0,0,0
1692220950.797,76950.7970,3,0,271,271,89.90,2033,2063,10.03,11.17,988.63,31.73,260.73,16.12,31.76,3.01,309.89,44.73,609.67,1042.64,26.88,11.83,2.87,2.04,30000,3.0,16,1.75,4.81,0,8,255,512,46,35,44,43,21,35,34,10,3,0,0,0,0,0,0,0
1692220951.797,76951.7973,3,0,300,300,100.54,2034,2062,9.37,11.07,988.67,31.75,260.73,15.37,31.80,2.98,310.77,44.71,609.67,1041.76,26.83,12.14,2.87,2.04,30000,3.0,16,1.75,4.81,0,8,255,512,51,41,47,40,30,45,30,11,3,2,0,0,0,0,0,0
1692220952.797,76952.7972,3,0,284,284,95.44,2034,2064,10.16,11.02,988.64,31.75,260.73,15.55,32.21,2.98,309.01,44.73,609.67,1043.52,26.85,12.19,2.87,2.04,30000,3.0,16,1.75,4.81,0,8,255,512,48,42,37,48,34,31,29,13,0,2,0,0,0,0,0,0
1692220953.798,76953.7976,3,0,291,291,95.92,2035,2064,9.52,11.07,988.61,31.74,260.73,16.09,32.21,3.03,309.45,44.77,609.23,1043.96,26.85,12.16,2.87,2.04,30000,3.0,16,1.75,4.81,0,8,255,512,50,49,37,34,29,41,36,11,4,0,0,0,0,0,0,0
1692220954.797,76954.7973,3,0,295,295,96.89,2035,2065,9.92,11.17,988.57,31.76,260.74,17.01,33.60,3.04,314.29,44.75,609.67,1039.12,26.88,12.14,2.87,2.04,30000,3.0,16,1.75,4.81,0,8,255,512,54,41,43,23,36,44,37,14,2,1,0,0,0,0,0,0
1692220955.797,76955.7971,3,0,297,297,98.89,2035,2061,8.70,11.10,988.63,31.78,260.74,15.48,31.01,3.00,309.01,44.60,612.31,1041.32,26.91,11.79,2.87,2.04,30000,3.0,16,1.75,4.81,0,8,255,512,47,46,32,23,47,44,44,9,2,1,1,1,0,0,0,0
1692220956.797,76956.7972,3,0,257,257,84.49,2037,2065,9.50,11.36,988.63,31.79,260.74,16.61,31.57,3.04,308.13,44.79,598.24,1041.32,26.88,11.29,2.87,2.04,30000,3.0,16,1.75,4.81,0,8,255,512,44,40,28,49,25,31,21,16,3,0,0,0,0,0,0,0
1692220957.797,76957.7973,3,0,288,288,95.81,2035,2067,10.53,11.12,988.67,31.80,260.74,16.58,31.54,3.01,308.57,44.50,608.79,1040.88,26.96,11.06,2.87,2.04,30000,3.0,16,1.75,4.81,0,8,255,512,57,51,36,31,38,29,35,10,1,0,0,0,0,0,0,0
1692220958.797,76958.7972,3,0,283,283,95.46,2035,2066,10.01,11.18,988.66,31.80,260.74,14.93,30.11,2.96,308.13,44.75,610.99,1041.76,26.88,10.97,2.87,2.04,30000,3.0,16,1.75,4.81,0,8,255,512,50,44,36,38,30,43,27,12,3,0,0,0,0,0,0,0
1692220959.797,76959.7971,3,0,269,269,89.32,2035,2063,9.37,11.49,988.59,31.80,260.74,15.34,31.10,3.01,309.89,44.77,610.99,1041.76,26.91,10.93,2.87,2.04,30000,3.0,16,1.75,4.81,0,8,255,512,56,35,30,32,42,33,28,10,3,0,0,0,0,0,0,0
1692220960.797,76960.7974,3,0,285,285,95.78,2036,2063,9.20,11.16,988.63,31.80,260.74,16.87,32.91,2.98,308.13,44.90,603.96,1041.32,26.93,11.02,2.87,2.04,30000,3.0,16,1.75,4.81,0,8,255,512,51,42,38,34,35,38,33,11,1,1,1,0,0,0,0,0
1692220961.797,76961.7974,3,0,301,301,100.87,2036,2064,9.30,11.32,988.65,31.80,260.74,16.52,32.84,2.98,309.45,44.53,610.11,1040.44,26.85,11.06,2.87,2.04,30000,3.0,16,1.75,4.81,0,8,255,512,37,46,39,33,36,56,38,10,4,0,1,1,0,0,0,0
1692220962.797,76962.7973,3,0,286,286,94.36,2037,2068,10.30,11.22,988.61,31.80,260.74,16.52,32.79,3.03,309.01,44.82,609.23,1040.88,26.75,11.21,2.87,2.04,30000,3.0,16,1.75,4.81,0,8,255,512,51,42,32,39,24,39,47,11,0,1,0,0,0,0,0,0
1692220963.797,76963.7974,3,0,256,256,84.54,2035,2062,9.02,11.50,988.63,31.81,260.74,16.42,31.21,3.03,309.01,44.68,609.67,1040.88,26.96,11.35,2.87,2.04,30000,3.0,16,1.75,4.81,0,8,255,512,46,47,27,27,28,40,31,9,0,0,1,0,0,0,0,0
1692220964.797,76964.7973,3,0,294,294,98.07,2036,2064,9.11,11.32,988.69,31.83,260.74,16.61,31.90,3.00,309.01,44.77,610.55,1042.20,26.91,11.46,2.87,2.04,30000,3.0,16,1.75,4.81,0,8,255,512,42,46,33,39,44,47,30,11,2,0,0,0,0,0,0,0
1692220965.797,76965.7974,3,0,294,294,97.71,2036,2063,9.21,11.48,988.67,31.82,260.74,16.18,33.12,3.01,307.69,44.77,610.11,1041.76,26.85,11.56,2.87,2.04,30000,3.0,16,1.75,4.81,0,8,255,512,41,40,40,38,31,46,43,11,3,1,0,0,0,0,0,0
1692220966.797,76966.7973,3,0,270,270,89.08,2036,2063,8.84,11.04,988.58,31.83,260.74,16.46,33.65,3.03,308.57,44.75,609.23,1042.20,26.91,11.67,2.87,2.04,30000,3.0,16,1.75,4.81,0,8,255,512,43,48,29,32,23,42,33,17,2,1,0,0,0,0,0,0
1692220967.797,76967.7974,3,0,290,290,98.37,2036,2065,9.49,11.44,988.64,31.84,260.74,14.52,30.22,2.95,308.13,44.64,609.67,1039.12,26.88,11.80,2.87,2.04,30000,3.0,16,1.75,4.81,0,8,255,512,47,48,32,29,33,42,44,14,1,0,0,0,0,0,0,0
1692220968.797,76968.7971,3,0,279,279,92.14,2036,2064,9.29,10.99,988.65,31.86,260.74,16.50,32.75,3.03,309.45,44.73,609.23,1041.76,26.96,11.94,2.87,2.04,30000,3.0,16,1.75,4.81,0,8,255,512,44,44,43,26,35,36,36,13,1,1,0,0,0,0,0,0
1692220969.798,76969.7975,3,0,268,268,89.07,2035,2065,10.14,11.14,988.63,31.86,260.74,16.57,31.50,3.01,310.33,44.79,608.35,1042.64,27.01,12.10,2.87,2.04,30000,3.0,16,1.75,4.81,0,8,255,512,39,33,36,31,31,48,32,17,0,1,0,0,0,0,0,0
1692220970.797,76970.7974,3,0,310,310,103.32,2038,2068,9.81,11.17,988.69,31.86,260.74,16.76,32.40,3.00,309.45,44.73,612.75,1042.20,26.88,12.15,2.87,2.04,30000,3.0,16,1.75,4.81,0,8,255,512,52,37,41,39,44,47,34,12,4,0,0,0,0,0,0,0
1692220971.797,76971.7971,3,0,300,300,99.34,2036,2065,9.68,11.11,988.61,31.87,260.74,16.49,31.85,3.02,309.01,44.82,606.59,1041.32,26.91,12.22,2.87,2.04,30000,3.0,16,1.75,4.81,0,8,255,512,40,46,49,40,32,45,34,12,1,1,0,0,0,0,0,0
1692220972.797,76972.7971,3,0,302,302,100.93,2037,2066,9.58,11.25,988.59,31.86,260.74,15.68,32.85,2.99,310.77,44.71,609.23,1040.88,26.93,12.04,2.87,2.04,30000,3.0,16,1.75,4.81,0,8,255,512,53,33,48,43,32,40,36,16,0,1,0,0,0,0,0,0
1692220973.797,76973.7971,3,0,265,265,88.56,2038,2066,9.46,11.18,988.67,31.86,260.74,15.94,31.99,2.99,308.57,44.73,609.67,1040.88,26.93,11.79,2.87,2.04,30000,3.0,16,1.75,4.81,0,8,255,512,36,35,41,35,33,38,25,19,2,1,0,0,0,0,0,0
1692220974.797,76974.7971,3,0,282,282,93.73,2038,2069,10.49,11.24,988.62,31.87,260.74,16.04,33.13,3.01,309.45,44.71,610.11,1041.32,26.99,11.56,2.87,2.04,30000,3.0,16,1.75,4.81,0,8,255,512,52,49,37,38,32,39,22,12,1,0,0,0,0,0,0,0
1692220975.797,76975.7973,3,0,305,305,100.08,2037,2067,9.78,11.14,988.59,31.89,260.74,17.14,30.71,3.05,309.89,44.71,610.11,1041.32,26.99,11.31,2.87,2.04,30000,3.0,16,1.75,4.81,0,8,255,512,40,38,46,39,34,45,49,12,1,1,0,0,0,0,0,1
1692220976.797,76976.7972,3,0,294,294,96.65,2038,2068,9.89,11.28,988.65,31.90,260.74,18.73,33.49,3.04,307.25,44.73,608.35,1041.32,27.17,11.22,2.87,2.04,30000,3.0,16,1.75,4.81,0,8,255,512,51,38,41,47,42,31,30,10,3,0,1,0,0,0,0,0
1692220977.797,76977.7974,3,0,285,285,95.42,2036,2064,9.24,11.38,988.64,31.90,260.74,16.51,31.87,2.99,308.57,44.50,612.75,1041.76,26.99,11.02,2.87,2.04,30000,3.0,16,1.75,4.81,0,8,255,512,48,45,40,30,31,44,30,13,2,1,0,1,0,0,0,0
1692220978.797,76978.7973,3,0,283,283,93.20,2038,2066,9.63,11.26,988.71,31.90,260.74,17.33,34.01,3.04,304.62,44.73,610.11,1041.32,26.99,10.94,2.87,2.04,30000,3.0,16,1.75,4.81,0,8,255,512,52,44,36,27,28,45,36,13,1,1,0,0,0,0,0,0
1692220979.797,76979.7974,3,0,279,279,92.90,2038,2065,9.04,11.40,988.64,31.90,260.74,16.67,32.52,3.00,309.45,44.75,609.67,1040.88,26.99,10.91,2.87,2.04,30000,3.0,16,1.75,4.81,0,8,255,512,53,43,33,37,31,35,36,9,2,0,0,0,0,0,0,0
1692220980.797,76980.7973,3,0,282,282,94.68,2037,2066,9.70,11.46,988.60,31.91,260.74,15.60,30.90,2.98,301.54,44.71,608.79,1041.76,26.99,10.95,2.87,2.04,30000,3.0,16,1.75,4.81,0,8,255,512,55,37,33,36,29,44,31,15,1,1,0,0,0,0,0,0
1692220981.797,76981.7971,3,0,297,297,97.02,2038,2065,9.16,11.25,988.69,31.91,260.74,16.01,32.96,3.06,309.89,44.73,609.23,1041.76,27.12,11.02,2.87,2.04,30000,3.0,16,1.75,4.81,0,8,255,512,56,47,40,41,23,57,24,7,2,0,0,0,0,0,0,0
1692220982.797,76982.7971,3,0,301,301,100.41,2038,2066,9.36,11.59,988.62,31.93,260.74,15.27,31.13,3.00,306.37,44.77,608.79,1041.32,26.83,11.22,2.87,2.04,30000,3.0,16,1.75,4.81,0,8,255,512,46,54,47,31,27,43,37,12,3,1,0,0,0,0,0,0
1692220983.797,76983.7974,3,0,270,270,90.07,2038,2067,9.88,11.17,988.57,31.93,260.74,15.50,31.13,3.00,305.49,44.77,609.23,1045.71,27.04,11.28,2.87,2.04,30000,3.0,16,1.75,4.81,0,8,255,512,46,32,52,39,27,25,31,11,4,2,0,0,0,0,1,0
1692220984.797,76984.7973,3,0,311,311,102.42,2037,2066,9.72,11.24,988.67,31.93,260.74,19.31,33.24,3.04,311.65,44.75,607.47,1042.20,26.64,11.33,2.87,2.04,30000,3.0,16,1.75,4.81,0,8,255,512,55,50,51,30,35,41,33,15,1,0,0,0,0,0,0,0
1692220985.797,76985.7971,3,0,300,300,101.57,2036,2065,9.36,11.18,988.72,31.94,260.74,14.60,30.33,2.95,309.89,44.75,608.79,1042.20,27.01,11.40,2.87,2.04,30000,3.0,16,1.75,4.81,0,8,255,512,41,43,38,35,43,45,40,13,1,1,0,0,0,0,0,0
1692220986.797,76986.7971,3,0,264,264,87.74,2036,2066,9.98,11.53,988.62,31.96,260.74,17.03,33.79,3.01,309.89,44.73,608.79,1041.76,26.93,11.59,2.87,2.04,30000,3.0,16,1.75,4.81,0,8,255,512,40,45,42,27,26,38,26,15,5,0,0,0,0,0,0,0
1692220987.798,76987.7975,3,0,286,286,95.14,2037,2065,9.42,11.37,988.68,31.97,260.74,17.39,33.00,3.01,309.01,44.59,610.99,1040.44,26.99,11.74,2.87,2.04,30000,3.0,16,1.75,4.81,0,8,255,512,40,42,31,40,35,51,30,12,2,2,1,0,0,0,0,0
1692220988.797,76988.7971,3,0,281,281,94.61,2035,2064,9.62,11.29,988.73,31.96,260.74,15.61,32.44,2.97,312.09,44.75,609.23,1045.27,26.99,11.70,2.87,2.04,30000,3.0,16,1.75,4.81,0,8,255,512,51,38,42,38,38,32,32,7,3,0,0,0,0,0,0,0
1692220989.797,76989.7975,3,0,288,288,94.76,2037,2066,9.89,11.21,988.67,31.98,260.74,16.69,32.10,3.04,309.01,44.71,609.23,1042.64,27.01,11.89,2.87,2.04,30000,3.0,16,1.75,4.81,0,8,255,512,42,43,40,34,37,44,32,14,0,1,1,0,0,0,0,0
1692220990.797,76990.7972,3,0,294,294,97.00,2036,2064,9.04,11.34,988.68,32.00,260.75,15.79,33.15,3.03,310.33,44.70,608.79,1042.64,27.01,11.86,2.87,2.04,30000,3.0,16,1.75,4.81,0,8,255,512,48,53,47,29,33,30,33,17,2,1,0,0,0,1,0,0
1692220991.797,76991.7973,3,0,299,299,97.76,2037,2066,9.73,11.16,988.71,32.02,260.75,16.38,31.10,3.06,309.01,44.73,609.23,1042.64,26.99,12.07,2.87,2.04,30000,3.0,16,1.75,4.81,0,8,255,512,54,38,41,35,24,41,41,18,4,2,0,1,0,0,0,0
1692220992.797,76992.7974,3,0,278,278,91.89,2038,2066,9.26,11.23,988.68,32.04,260.75,14.57,30.38,3.03,310.77,44.73,608.79,1043.08,26.88,12.13,2.87,2.04,30000,3.0,16,1.75,4.81,0,8,255,512,49,33,39,35,41,36,33,8,2,1,1,0,0,0,0,0
1692220993.797,76993.7975,3,0,281,281,93.14,2037,2066,9.90,11.58,988.64,32.05,260.75,16.51,32.58,3.02,309.45,44.64,609.67,1042.20,26.99,12.22,2.87,2.04,30000,3.0,16,1.75,4.81,0,8,255,512,43,39,42,30,27,48,37,14,1,0,0,0,0,0,0,0
1692220994.797,76994.7972,3,0,304,304,101.88,2037,2064,9.14,11.19,988.64,32.05,260.75,16.77,33.30,2.98,309.45,44.71,608.79,1042.20,27.01,12.23,2.87,2.04,30000,3.0,16,1.75,4.81,0,8,255,512,44,62,38,35,27,45,28,22,3,0,0,0,0,0,0,0
1692220995.797,76995.7974,3,0,286,286,93.09,2037,2065,9.33,11.03,988.64,32.07,260.75,15.28,30.35,3.07,297.58,44.70,609.23,1041.76,27.17,12.08,2.87,2.04,30000,3.0,16,1.75,4.81,0,8,255,512,50,34,44,33,28,48,36,8,3,2,0,0,0,0,0,0
1692220996.797,76996.7973,3,0,321,321,106.40,2037,2065,9.45,11.39,988.72,32.08,260.75,16.83,32.61,3.02,309.89,44.53,607.91,1041.32,27.01,12.04,2.87,2.04,30000,3.0,16,1.75,4.81,0,8,255,512,49,54,47,28,31,54,44,10,4,0,0,0,0,0,0,0
1692220997.797,76997.7972,3,0,285,285,94.38,2036,2064,9.40,10.93,988.68,32.07,260.75,15.94,32.42,3.02,302.42,44.79,609.23,1042.20,26.99,11.76,2.87,2.04,30000,3.0,16,1.75,4.81,0,8,255,512,48,35,44,30,28,34,50,13,2,1,0,0,0,0,0,0
1692220998.797,76998.7971,3,0,286,286,95.14,2035,2065,10.07,11.47,988.69,32.06,260.75,17.35,33.72,3.01,307.25,44.75,608.79,1040.44,26.99,11.49,2.87,2.04,30000,3.0,16,1.75,4.81,0,8,255,512,53,45,33,36,32,37,36,12,2,0,0,0,0,0,0,0
1692220999.798,76999.7976,3,0,305,305,102.60,2037,2066,9.74,11.23,988.67,32.05,260.75,17.08,31.98,2.97,308.57,44.77,608.79,1041.76,27.07,11.27,2.87,2.04,30000,3.0,16,1.75,4.81,0,8,255,512,48,46,34,40,37,49,32,13,4,2,0,0,0,0,0,0
1692221000.797,77000.7975,3,0,246,246,81.61,2037,2066,9.78,11.87,988.68,32.05,260.75,18.01,33.38,3.01,309.45,44.66,608.35,1040.44,26.93,11.33,2.87,2.04,30000,3.0,16,1.75,4.81,0,8,255,512,40,39,35,35,25,31,23,15,1,0,1,0,1,0,0,0
1692221001.797,77001.7974,3,0,276,276,91.06,2035,2067,10.58,11.38,988.68,32.05,260.75,15.64,31.81,3.03,308.13,44.77,611.87,1041.32,26.99,11.07,2.87,2.04,30000,3.0,16,1.75,4.81,0,8,255,512,37,30,31,37,41,44,38,13,3,2,0,0,0,0,0,0
1692221002.797,77002.7974,3,0,284,284,93.53,2034,2066,10.60,11.26,988.69,32.05,260.75,18.02,33.29,3.04,308.13,44.77,608.79,1041.76,27.04,10.95,2.87,2.04,30000,3.0,16,1.75,4.81,0,8,255,512,45,34,44,38,42,40,30,9,2,0,0,0,0,0,0,0
1692221003.797,77003.7972,3,0,272,272,91.33,2036,2066,10.02,11.08,988.69,32.05,260.75,15.02,30.64,2.98,308.57,44.82,610.11,1041.76,26.96,10.92,2.87,2.04,30000,3.0,16,1.75,4.81,0,8,255,512,45,45,28,37,34,34,26,18,3,2,0,0,0,0,0,0
1692221004.797,77004.7973,3,0,264,264,87.10,2035,2064,9.77,11.21,988.66,32.05,260.75,15.77,31.51,3.03,308.13,44.77,608.35,1042.20,26.99,11.01,2.87,2.04,30000,3.0,16,1.75,4.81,0,8,255,512,36,43,27,34,27,40,37,16,4,0,0,0,0,0,0,0
1692221005.797,77005.7974,3,0,256,256,85.40,2034,2062,9.32,10.96,988.69,32.06,260.75,17.17,33.43,3.00,308.13,44.75,609.23,1041.76,26.99,11.02,2.87,2.04,30000,3.0,16,1.75,4.81,0,8,255,512,39,47,33,30,21,37,30,15,2,2,0,0,0,0,0,0
1692221006.798,77006.7975,3,0,291,291,95.06,2035,2064,9.47,11.59,988.70,32.08,260.75,15.26,31.24,3.06,307.69,44.46,608.79,1042.20,27.04,11.07,2.87,2.04,30000,3.0,16,1.75,4.81,0,8,255,512,57,42,36,44,36,33,34,8,1,0,0,0,0,0,0,0
1692221007.797,77007.7975,3,0,275,275,90.49,2036,2064,9.35,11.08,988.73,32.08,260.75,15.12,31.54,3.04,308.57,44.62,609.23,1042.64,26.96,11.11,2.87,2.04,30000,3.0,16,1.75,4.81,0,8,255,512,56,45,36,33,21,37,33,12,2,0,0,0,0,0,0,0
1692221008.797,77008.7971,3,0,291,291,96.90,2036,2064,9.17,11.01,988.66,32.08,260.75,17.29,31.42,3.00,309.01,44.79,608.79,1042.64,27.04,11.29,2.87,2.04,30000,3.0,16,1.75,4.81,0,8,255,512,50,39,49,37,23,35,42,13,1,1,1,0,0,0,0,0
1692221009.797,77009.7971,3,0,288,288,95.37,2036,2064,9.37,11.22,988.67,32.08,260.75,16.05,31.53,3.02,307.69,44.75,608.35,1042.20,27.17,11.47,2.87,2.04,30000,3.0,16,1.75,4.81,0,8,255,512,46,49,39,32,39,27,37,13,4,2,0,0,0,0,0,0
1692221010.797,77010.7975,3,0,300,300,100.54,2035,2064,9.87,11.34,988.66,32.08,260.75,16.01,32.11,2.98,305.05,44.79,609.67,1042.64,26.96,11.59,2.87,2.04,30000,3.0,16,1.75,4.81,0,8,255,512,48,48,38,39,33,41,37,13,0,1,1,0,1,0,0,0
1692221011.797,77011.7974,3,0,270,270,89.90,2035,2064,9.74,11.13,988.66,32.07,260.75,18.04,32.61,3.00,308.57,44.70,608.35,1042.64,27.01,11.55,2.87,2.04,30000,3.0,16,1.75,4.81,0,8,255,512,47,45,38,31,24,34,35,12,3,1,0,0,0,0,0,0
1692221012.797,77012.7973,3,0,217,217,71.73,2035,2064,9.61,11.00,988.78,32.07,260.75,15.24,31.27,3.03,308.13,44.57,609.23,1041.76,27.01,11.67,2.87,2.04,30000,3.0,16,1.75,4.81,0,8,255,512,30,32,29,25,31,29,28,11,2,0,0,0,0,0,0,0
1692221013.797,77013.7974,3,0,301,301,100.60,2036,2064,9.30,11.06,988.68,32.07,260.75,16.83,32.53,2.99,307.25,45.13,612.75,1042.20,27.07,11.83,2.87,2.04,30000,3.0,16,1.75,4.81,0,8,255,512,57,48,40,46,27,41,28,11,2,1,0,0,0,0,0,0
1692221014.798,77014.7976,3,0,294,294,96.13,2035,2063,9.38,11.40,988.75,32.08,260.75,16.31,32.04,3.06,308.57,44.81,608.35,1041.76,27.04,11.85,2.87,2.04,30000,3.0,16,1.75,4.81,0,8,255,512,58,32,40,41,33,43,34,10,2,1,0,0,0,0,0,0
1692221015.797,77015.7971,3,0,285,285,93.52,2035,2064,9.85,11.01,988.61,32.09,260.75,16.16,31.52,3.05,308.13,44.66,609.23,1041.76,27.04,11.87,2.87,2.04,30000,3.0,16,1.75,4.81,0,8,255,512,45,47,40,40,33,34,28,15,2,1,0,0,0,0,0,0
1692221016.797,77016.7971,3,0,286,286,94.36,2036,2063,8.83,10.97,988.66,32.11,260.75,16.24,32.20,3.03,308.13,44.77,608.35,1042.64,27.04,12.13,2.87,2.04,30000,3.0,16,1.75,4.81,0,8,255,512,52,39,40,34,30,41,35,15,0,0,0,0,0,0,0,0
1692221017.797,77017.7974,3,0,262,262,85.97,2033,2062,9.64,10.96,988.66,32.11,260.75,17.08,32.37,3.05,309.01,44.70,609.67,1042.20,27.07,12.20,2.87,2.04,30000,3.0,16,1.75,4.81,0,8,255,512,62,38,44,17,27,33,25,14,1,0,0,0,1,0,0,0
1692221018.797,77018.7971,3,0,284,284,94.56,2033,2060,8.92,11.20,988.70,32.13,260.75,16.34,30.67,3.00,308.57,44.79,608.79,1041.32,27.28,12.20,2.87,2.04,30000,3.0,16,1.75,4.81,0,8,255,512,51,29,41,39,32,55,18,16,3,0,0,0,0,0,0,0
1692221019.798,77019.7976,3,0,274,274,93.21,2033,2062,9.65,11.17,988.69,32.15,260.75,17.72,32.51,2.94,308.57,44.73,610.11,1041.76,27.09,12.19,2.87,2.04,30000,3.0,16,1.75,4.81,0,8,255,512,49,31,39,40,35,29,28,16,1,4,1,0,0,1,0,0
1692221020.799,77020.7993,3,0,275,275,89.83,2034,2062,9.35,11.07,988.68,32.16,260.75,18.59,33.05,3.06,307.69,44.75,608.79,1042.20,27.07,12.22,2.87,2.04,30000,3.0,16,1.75,4.81,0,8,255,512,52,40,35,26,32,36,39,13,1,1,0,0,0,0,0,0
